,iid,intel,match
193,20,8.0,0
194,20,7.0,0
195,20,10.0,0
196,20,8.0,0
197,20,9.0,1
198,20,6.0,0
199,20,6.0,0
200,21,7.0,0
201,21,7.0,0
202,21,8.0,0
203,21,8.0,0
204,21,8.0,0
205,21,8.0,0
206,21,8.0,0
207,21,7.0,0
208,21,7.0,0
209,21,10.0,0
210,21,7.0,0
211,21,6.0,0
212,21,8.0,0
213,21,7.0,0
214,21,7.0,0
215,21,9.0,0
216,22,7.0,0
217,22,6.0,0
218,22,6.0,0
219,22,7.0,0
220,22,8.0,1
221,22,7.0,1
222,22,7.0,0
223,22,7.0,0
224,22,7.0,0
225,22,7.0,0
226,22,7.0,0
227,22,5.0,0
228,22,7.0,0
229,22,8.0,0
230,22,5.0,0
231,22,7.0,0
232,23,6.0,0
233,23,7.0,0
234,23,7.0,0
235,23,8.0,1
236,23,7.0,1
237,23,7.0,1
238,23,7.0,0
239,23,7.0,0
240,23,6.0,0
241,23,6.0,0
242,23,7.0,0
243,23,5.0,0
244,23,5.0,0
246,23,6.0,0
247,23,7.0,0
248,24,7.0,0
251,24,8.0,0
252,24,8.0,0
253,24,8.0,0
254,24,7.0,0
255,24,7.0,0
256,24,7.0,0
259,24,8.0,0
263,24,7.0,0
264,25,9.0,0
265,25,8.0,0
266,25,8.0,0
267,25,10.0,0
268,25,9.0,0
269,25,7.0,0
270,25,8.0,0
271,25,9.0,0
272,25,8.0,0
273,25,9.0,0
274,25,9.0,0
275,25,8.0,0
276,25,7.0,0
277,25,9.0,0
278,25,8.0,0
279,25,7.0,0
280,26,5.0,0
281,26,5.0,0
282,26,5.0,0
283,26,7.0,0
284,26,7.0,0
285,26,6.0,0
286,26,5.0,0
287,26,6.0,0
288,26,5.0,0
289,26,8.0,0
290,26,6.0,0
291,26,6.0,0
292,26,6.0,0
293,26,8.0,0
294,26,7.0,0
295,26,6.0,0
296,27,6.0,0
297,27,4.0,0
298,27,6.0,0
299,27,7.0,0
300,27,4.0,0
301,27,6.0,0
302,27,6.0,1
303,27,5.0,0
304,27,4.0,0
305,27,4.0,0
306,27,6.0,1
307,27,6.0,0
308,27,7.0,0
309,27,8.0,0
310,27,7.0,0
311,27,6.0,0
312,28,6.0,0
313,28,5.0,0
314,28,8.0,0
315,28,5.0,0
316,28,7.0,0
317,28,5.0,0
318,28,8.0,1
319,28,6.0,0
320,28,5.0,0
321,28,7.0,0
322,28,9.0,0
323,28,6.0,0
325,28,7.0,0
326,28,6.5,0
327,28,6.0,0
328,29,4.0,0
329,29,6.0,0
330,29,7.0,0
331,29,5.0,0
332,29,7.0,1
333,29,7.0,1
334,29,6.0,0
335,29,6.0,0
336,29,8.0,0
337,29,6.0,0
338,29,7.0,0
339,29,7.0,0
340,29,8.0,0
341,29,8.0,0
342,29,6.0,0
343,29,7.0,0
344,30,6.0,0
345,30,8.0,0
346,30,8.0,0
347,30,6.0,0
348,30,7.0,0
349,30,5.0,0
350,30,7.0,0
351,30,5.0,0
352,30,5.0,0
353,30,7.0,1
354,30,8.0,0
355,30,5.0,0
356,30,8.0,0
357,30,8.0,0
358,30,8.0,0
359,30,8.0,1
360,31,6.0,0
361,31,6.0,0
362,31,6.0,0
363,31,6.0,0
364,31,7.0,0
365,31,7.0,0
366,31,7.0,0
367,31,4.0,0
368,31,8.0,1
369,31,8.0,1
370,31,8.0,1
371,31,5.0,0
372,31,8.0,0
373,31,7.0,0
374,31,6.0,0
375,31,7.0,1
376,32,7.0,0
377,32,9.0,0
378,32,6.0,0
379,32,7.0,0
380,32,9.0,0
381,32,9.0,0
382,32,8.0,0
383,32,8.0,0
384,32,7.0,0
385,32,9.0,0
386,32,8.0,0
387,32,7.0,0
388,32,6.0,0
389,32,9.0,0
390,32,9.0,0
391,32,7.0,0
392,33,7.0,0
393,33,7.0,0
394,33,6.0,0
395,33,7.0,0
396,33,6.0,0
397,33,7.0,0
398,33,9.0,0
399,33,6.0,0
400,33,6.0,0
401,33,8.0,0
402,33,7.0,0
403,33,9.0,0
404,33,8.0,0
405,33,5.0,0
406,33,5.0,0
407,33,6.0,0
408,34,5.0,0
409,34,7.0,0
410,34,5.0,0
411,34,6.0,0
412,34,5.0,0
413,34,6.0,0
414,34,9.0,1
415,34,5.0,0
416,34,3.0,0
417,34,8.0,1
418,34,6.0,0
419,34,4.0,0
420,34,5.0,0
421,34,6.0,0
422,34,6.0,0
423,34,5.0,0
424,35,9.0,0
425,35,8.0,0
426,35,9.0,0
427,35,8.0,0
428,35,7.0,0
429,35,9.0,1
430,35,9.0,1
431,35,8.0,0
432,35,7.0,0
433,35,9.0,1
434,35,8.0,1
435,35,6.0,0
436,35,10.0,0
437,35,8.0,1
438,35,8.0,0
439,35,8.0,0
440,36,2.0,0
441,36,2.0,0
442,36,4.0,0
443,36,1.0,0
444,36,1.0,0
445,36,5.0,0
446,36,4.0,0
447,36,5.0,0
448,36,2.0,0
449,36,8.0,1
450,36,8.0,0
451,36,6.0,1
452,36,5.0,0
453,36,8.0,0
454,36,6.0,0
455,36,8.0,0
456,37,5.0,0
457,37,6.0,0
458,37,6.0,0
459,37,8.0,0
460,37,8.0,1
461,37,7.0,0
462,37,9.0,0
463,37,7.0,0
464,37,6.0,0
465,37,5.0,0
466,37,6.0,0
467,37,7.0,0
468,37,6.0,1
469,37,7.0,0
470,37,4.0,0
471,37,6.0,0
472,38,10.0,0
473,38,10.0,0
474,38,10.0,0
475,38,10.0,0
476,38,7.0,0
477,38,8.0,0
478,38,6.0,0
479,38,7.0,0
480,38,5.0,0
481,38,9.0,1
482,38,8.0,1
483,38,9.0,0
484,38,9.0,0
485,38,9.0,0
486,38,9.0,0
487,38,8.0,1
488,39,9.0,0
489,39,9.0,0
490,39,9.0,0
491,39,8.0,0
492,39,7.0,0
493,39,7.0,0
494,39,9.0,0
495,39,8.0,1
496,39,6.0,0
497,39,7.0,0
498,39,8.0,0
499,39,8.0,0
500,39,9.0,0
501,39,9.0,0
502,39,8.0,0
503,39,8.0,0
504,40,10.0,0
505,40,8.0,0
506,40,3.0,0
507,40,9.0,0
508,40,9.0,0
509,40,9.0,0
510,40,6.0,0
511,40,7.0,0
512,40,3.0,0
513,40,8.0,0
514,40,4.0,0
515,40,10.0,0
516,40,10.0,0
517,40,6.0,0
518,40,6.0,0
519,40,9.0,0
520,40,8.0,0
521,40,10.0,0
522,40,9.0,0
523,41,5.0,0
524,41,5.0,0
525,41,8.0,0
526,41,5.0,0
527,41,5.0,0
528,41,5.0,0
529,41,8.0,0
530,41,8.0,0
531,41,8.0,0
532,41,10.0,0
533,41,8.0,0
534,41,10.0,0
535,41,10.0,0
536,41,10.0,0
537,41,10.0,0
538,41,5.0,0
539,41,5.0,0
540,41,5.0,0
541,41,5.0,0
542,42,9.0,0
543,42,8.0,0
544,42,9.0,0
545,42,7.0,0
546,42,7.0,0
547,42,8.0,0
548,42,8.0,0
549,42,9.0,0
550,42,7.0,0
551,42,7.0,0
552,42,8.0,0
553,42,10.0,0
554,42,10.0,0
555,42,7.0,0
556,42,7.0,0
557,42,7.0,0
558,42,9.0,0
559,42,9.0,0
560,42,8.0,0
561,43,6.0,0
562,43,5.0,0
563,43,5.0,1
564,43,6.0,0
565,43,6.0,0
566,43,7.0,0
567,43,5.0,0
568,43,6.0,0
569,43,5.0,0
570,43,7.0,0
571,43,6.0,0
572,43,7.0,0
573,43,7.0,0
574,43,5.0,0
575,43,7.0,0
576,43,5.0,0
577,43,7.0,0
578,43,7.0,0
579,43,7.0,0
580,44,8.0,0
581,44,6.0,1
582,44,8.0,1
583,44,8.0,0
584,44,6.0,0
585,44,7.0,0
586,44,7.0,0
587,44,5.0,0
588,44,7.0,1
589,44,7.0,0
590,44,7.0,0
591,44,6.0,0
592,44,7.0,0
593,44,8.0,0
594,44,8.0,0
595,44,7.0,0
596,44,6.0,1
597,44,6.0,0
598,44,5.0,0
599,45,8.0,0
600,45,7.0,1
601,45,7.0,1
602,45,6.0,0
603,45,6.0,0
604,45,8.0,0
605,45,7.0,0
606,45,7.0,0
607,45,6.0,1
608,45,6.0,0
609,45,8.0,0
610,45,8.0,0
611,45,7.0,0
612,45,7.0,0
613,45,7.0,1
614,45,8.0,0
615,45,6.0,0
616,45,7.0,0
617,45,5.0,0
618,46,10.0,0
619,46,5.0,0
620,46,9.0,0
621,46,8.0,0
622,46,7.0,0
623,46,9.0,0
624,46,8.0,1
625,46,7.0,1
626,46,6.0,0
627,46,8.0,0
628,46,7.0,0
629,46,8.0,0
630,46,7.0,0
631,46,7.0,1
632,46,8.0,1
633,46,8.0,0
634,46,9.0,0
635,46,8.0,0
636,46,7.0,0
637,47,6.0,0
638,47,6.0,0
639,47,6.0,0
640,47,6.0,0
641,47,5.0,0
642,47,6.0,0
643,47,6.0,0
644,47,7.0,0
645,47,5.0,0
646,47,6.0,0
647,47,6.0,0
648,47,7.0,0
649,47,7.0,0
650,47,7.0,0
651,47,6.0,0
652,47,6.0,0
653,47,8.0,0
654,47,7.0,0
655,47,6.0,1
656,48,5.0,0
657,48,6.0,0
658,48,6.0,0
659,48,8.0,0
660,48,7.0,0
661,48,7.0,0
662,48,5.0,0
663,48,5.0,0
664,48,9.0,0
665,48,5.0,0
666,48,7.0,1
667,48,8.0,0
668,48,8.0,0
669,48,7.0,0
670,48,8.0,0
671,48,7.0,0
672,48,6.0,0
673,48,7.0,0
674,48,5.0,0
675,49,8.0,0
676,49,7.0,0
677,49,8.0,0
678,49,6.0,0
679,49,7.0,0
680,49,7.0,0
681,49,7.0,0
682,49,8.0,0
683,49,8.0,0
684,49,7.0,1
685,49,8.0,1
686,49,8.0,0
687,49,8.0,0
688,49,7.0,1
689,49,10.0,1
690,49,7.0,1
691,49,8.0,0
692,49,7.0,1
693,49,7.0,0
694,50,8.0,0
695,50,7.0,0
696,50,7.0,0
701,50,8.0,0
704,50,8.0,1
706,50,8.0,0
713,51,8.0,0
714,51,3.0,0
715,51,4.0,0
716,51,7.0,0
717,51,7.0,0
718,51,5.0,0
719,51,4.0,0
720,51,7.0,0
721,51,5.0,0
722,51,6.0,0
723,51,7.0,0
724,51,7.0,0
725,51,8.0,0
726,51,8.0,0
727,51,8.0,0
728,51,8.0,1
729,51,9.0,0
730,51,8.0,0
731,51,8.0,0
732,52,8.0,0
733,52,7.0,0
734,52,6.0,0
735,52,9.0,0
736,52,7.0,0
737,52,7.0,0
738,52,7.0,0
739,52,7.0,0
740,52,6.0,0
741,52,7.0,0
742,52,8.0,0
743,52,7.0,0
744,52,6.0,0
745,52,6.0,0
746,52,8.0,0
747,52,6.0,0
748,52,6.0,1
749,52,7.0,0
750,52,6.0,0
751,53,8.0,0
752,53,8.0,0
753,53,8.0,0
754,53,8.0,0
755,53,8.0,0
756,53,9.0,0
757,53,8.0,0
758,53,8.0,0
759,53,8.0,0
760,53,8.0,0
761,53,9.0,0
762,53,9.0,0
763,53,9.0,0
764,53,8.0,0
765,53,8.0,1
766,53,8.0,0
767,53,8.0,0
768,53,9.0,0
769,53,8.0,0
770,54,7.0,0
771,54,7.0,0
772,54,7.0,0
773,54,8.0,0
774,54,9.0,0
775,54,7.0,0
776,54,8.0,0
777,54,7.0,0
778,54,7.0,0
779,54,8.0,0
780,54,8.0,0
781,54,8.0,0
782,54,8.0,0
783,54,7.0,0
784,54,9.0,0
785,54,7.0,0
786,54,7.0,0
787,54,9.0,0
788,54,7.0,0
789,55,10.0,0
790,55,9.0,0
791,55,10.0,0
792,55,9.0,0
793,55,8.0,0
794,55,8.0,0
795,55,9.0,0
796,55,10.0,0
797,55,8.0,0
798,55,10.0,1
799,55,10.0,1
800,55,10.0,0
801,55,9.0,0
802,55,10.0,0
803,55,8.0,0
804,55,9.0,0
805,55,9.0,0
806,55,10.0,1
807,55,10.0,0
808,56,2.0,0
809,56,9.0,0
810,56,5.0,0
811,56,8.0,1
812,56,9.0,1
813,56,8.0,0
814,56,5.0,0
815,56,9.0,0
816,56,7.0,0
817,56,9.0,0
818,57,7.0,0
819,57,8.0,0
820,57,9.0,0
821,57,7.0,0
822,57,10.0,0
823,57,9.0,1
824,57,10.0,0
825,57,10.0,0
826,57,10.0,0
827,57,10.0,0
828,58,9.0,0
829,58,8.0,0
830,58,9.0,0
831,58,9.0,0
832,58,9.0,0
833,58,9.0,1
834,58,9.0,0
835,58,8.0,0
836,58,9.0,1
837,58,9.0,0
840,59,9.0,0
841,59,6.0,0
844,59,0.0,0
846,59,3.0,0
848,60,10.0,1
849,60,10.0,0
850,60,9.0,0
851,60,10.0,0
852,60,10.0,0
853,60,10.0,0
854,60,8.0,0
855,60,10.0,0
856,60,10.0,0
857,60,10.0,0
858,61,7.0,0
859,61,7.0,0
860,61,8.0,0
861,61,8.0,0
862,61,6.0,0
863,61,8.0,1
864,61,8.0,0
865,61,7.0,0
866,61,8.0,0
867,61,8.0,1
868,62,7.0,0
869,62,9.0,1
870,62,7.0,0
871,62,8.0,1
872,62,8.0,0
873,62,8.0,0
874,62,6.0,0
875,62,8.0,0
876,62,8.0,1
877,62,8.0,0
878,63,7.0,0
879,63,7.0,1
880,63,8.0,0
881,63,8.0,0
882,63,9.0,0
883,63,5.0,0
884,63,5.0,0
885,63,5.0,0
886,63,8.0,0
887,63,4.0,0
888,64,8.0,0
889,64,7.0,0
890,64,7.0,0
891,64,8.0,0
892,64,8.0,0
893,64,6.0,0
894,64,7.0,0
895,64,7.0,0
896,64,6.0,0
897,64,8.0,1
898,65,8.0,0
899,65,7.0,0
900,65,7.0,0
901,65,7.0,0
902,65,8.0,0
903,65,7.0,0
904,65,7.0,0
905,65,7.0,0
906,65,7.0,0
907,65,7.0,0
908,66,6.0,0
909,66,7.0,0
910,66,8.0,0
912,66,7.0,1
914,66,8.0,0
915,66,7.0,0
916,66,6.0,0
917,66,8.0,0
918,67,7.0,0
919,67,7.0,0
922,67,5.0,0
923,67,5.0,0
924,67,10.0,1
925,67,5.0,1
926,67,8.0,0
927,67,7.0,0
928,68,5.0,0
929,68,6.0,0
930,68,5.0,0
931,68,6.0,0
932,68,5.0,0
933,68,6.0,0
934,68,6.0,0
935,68,7.0,0
936,68,6.0,0
937,68,6.0,0
938,69,5.0,1
939,69,7.0,0
940,69,4.0,0
941,69,6.0,0
942,69,7.0,0
943,69,8.0,0
944,69,8.0,1
945,69,8.0,0
946,69,8.0,0
947,69,5.0,0
948,70,7.0,1
949,70,7.0,0
950,70,7.0,0
952,70,6.0,0
953,70,9.0,0
954,70,7.0,0
955,70,9.0,0
956,70,9.0,0
957,70,7.0,0
958,71,8.0,0
959,71,8.0,1
960,71,6.0,1
962,71,6.0,0
963,71,8.0,1
964,71,8.0,0
965,71,6.0,0
966,71,9.0,0
967,71,9.0,0
968,72,7.0,0
969,72,8.0,0
970,72,7.0,0
971,72,7.0,0
972,72,7.0,0
973,72,7.0,0
974,72,7.0,0
975,72,8.0,0
976,72,8.0,0
977,72,7.0,0
978,73,6.0,0
979,73,6.0,0
980,73,7.0,0
982,73,6.0,0
983,73,7.0,0
984,73,7.0,0
985,73,7.0,0
986,73,6.0,0
987,73,7.0,0
988,74,8.0,0
989,74,6.0,0
990,74,7.0,1
991,74,7.0,0
992,74,8.0,0
993,74,10.0,0
994,74,9.0,1
995,74,7.0,0
996,74,7.0,0
997,74,8.0,0
998,75,6.0,0
999,75,7.0,0
1000,75,6.0,0
1002,75,7.0,0
1003,75,8.0,1
1004,75,6.0,0
1005,75,6.0,0
1006,75,7.0,1
1007,75,6.0,0
1008,76,5.0,1
1009,76,5.0,0
1010,76,4.0,0
1011,76,10.0,0
1012,76,5.0,0
1013,76,8.0,0
1015,76,5.0,0
1016,76,8.0,0
1017,76,5.0,0
1018,76,5.0,0
1019,76,8.0,1
1020,76,8.0,0
1021,76,7.0,1
1022,76,5.0,0
1023,76,6.0,1
1024,76,6.0,1
1025,76,8.0,0
1026,77,8.0,1
1027,77,6.0,0
1028,77,7.0,0
1029,77,6.0,1
1030,77,9.0,1
1031,77,8.0,1
1032,77,6.0,0
1033,77,6.0,0
1034,77,6.0,0
1035,77,7.0,0
1036,77,5.0,0
1037,77,8.0,1
1038,77,7.0,0
1039,77,9.0,1
1040,77,7.0,0
1041,77,7.0,0
1042,77,8.0,0
1043,77,7.0,0
1044,78,9.0,0
1045,78,9.0,0
1046,78,9.0,0
1047,78,9.0,0
1048,78,9.0,0
1049,78,9.0,0
1050,78,9.0,0
1051,78,9.0,0
1052,78,8.0,0
1053,78,9.0,0
1054,78,9.0,0
1055,78,9.0,0
1056,78,9.0,1
1057,78,9.0,1
1058,78,7.0,0
1059,78,10.0,1
1060,78,5.0,0
1061,78,9.0,0
1062,79,7.0,0
1063,79,6.0,0
1064,79,7.0,0
1065,79,7.0,0
1066,79,2.0,0
1067,79,7.0,0
1068,79,6.0,0
1069,79,6.0,0
1070,79,2.0,0
1071,79,5.0,0
1072,79,7.0,1
1073,79,6.0,0
1074,79,5.0,0
1075,79,7.0,1
1076,79,6.0,1
1077,79,5.0,0
1078,79,4.0,0
1079,79,6.0,0
1080,80,8.0,0
1081,80,9.0,0
1082,80,8.0,0
1083,80,8.0,0
1084,80,7.0,0
1085,80,8.0,0
1086,80,8.0,0
1087,80,7.0,0
1088,80,8.0,1
1089,80,8.0,0
1090,80,8.0,0
1091,80,9.0,1
1092,80,8.0,0
1093,80,8.0,0
1094,80,8.0,0
1095,80,8.0,1
1096,80,8.0,0
1097,80,8.0,0
1098,81,10.0,0
1099,81,7.0,0
1100,81,8.0,0
1101,81,9.0,0
1102,81,6.0,0
1103,81,8.0,1
1104,81,8.0,0
1105,81,9.0,0
1106,81,10.0,0
1107,81,8.0,0
1108,81,8.0,1
1109,81,9.0,0
1110,81,8.0,0
1111,81,6.0,0
1112,81,7.0,1
1113,81,8.0,0
1114,81,7.0,0
1115,81,9.0,0
1116,82,10.0,1
1117,82,7.0,0
1118,82,8.0,0
1119,82,10.0,0
1120,82,7.0,0
1121,82,10.0,1
1122,82,10.0,0
1123,82,10.0,0
1124,82,9.0,0
1125,82,8.0,0
1126,82,9.0,0
1127,82,9.0,1
1128,82,9.0,0
1129,82,9.0,1
1130,82,10.0,0
1131,82,10.0,1
1132,82,8.0,0
1133,82,9.0,0
1134,83,7.0,0
1135,83,8.0,0
1136,83,8.0,0
1137,83,7.0,0
1138,83,7.0,0
1139,83,8.0,1
1140,83,7.0,0
1141,83,8.0,0
1142,83,8.0,0
1143,83,8.0,0
1144,83,8.0,0
1145,83,8.0,0
1146,83,8.0,0
1147,83,8.0,1
1148,83,9.0,0
1149,83,8.0,0
1150,83,8.0,0
1151,83,6.0,0
1152,84,0.0,0
1153,84,7.0,0
1154,84,8.0,0
1155,84,7.0,0
1156,84,5.0,0
1157,84,6.0,0
1158,84,7.0,0
1159,84,7.0,0
1160,84,6.0,0
1161,84,5.0,0
1162,84,5.0,0
1163,84,7.0,1
1164,84,8.0,0
1165,84,8.0,0
1166,84,8.0,1
1167,84,9.0,0
1168,84,5.0,0
1169,84,5.0,0
1170,85,4.0,0
1171,85,7.0,0
1172,85,6.0,0
1173,85,7.0,0
1174,85,8.0,0
1175,85,7.0,0
1176,85,8.0,0
1177,85,9.0,0
1178,85,8.0,0
1179,85,7.0,0
1180,85,8.0,0
1181,85,8.0,0
1182,85,7.0,0
1183,85,6.0,1
1184,85,6.0,0
1185,85,7.0,0
1186,85,5.0,0
1187,85,6.0,0
1188,86,8.0,0
1189,86,6.0,0
1190,86,7.0,0
1191,86,7.0,1
1192,86,7.0,0
1193,86,6.0,0
1194,86,6.0,1
1195,86,7.0,0
1196,86,6.0,0
1197,86,6.0,0
1198,86,7.0,1
1199,86,8.0,1
1200,86,7.0,0
1201,86,7.0,1
1202,86,6.0,1
1203,86,7.0,1
1204,86,7.0,1
1205,86,5.0,0
1206,87,2.0,0
1207,87,2.0,0
1208,87,6.0,0
1209,87,6.0,0
1210,87,8.0,0
1211,87,7.0,1
1212,87,9.0,0
1213,87,4.0,0
1214,87,4.0,0
1215,87,6.0,0
1216,87,4.0,0
1217,87,7.0,0
1218,87,5.0,0
1219,87,8.0,1
1220,87,7.0,0
1221,87,7.0,0
1222,87,6.0,0
1223,87,7.0,0
1224,88,10.0,0
1225,88,10.0,0
1226,88,9.0,0
1227,88,10.0,0
1228,88,10.0,0
1229,88,10.0,0
1230,88,10.0,0
1231,88,10.0,0
1232,88,10.0,0
1233,88,7.0,0
1234,88,10.0,0
1235,88,10.0,0
1236,88,10.0,0
1237,88,10.0,0
1238,88,10.0,0
1239,88,10.0,0
1240,88,10.0,0
1241,88,10.0,0
1242,89,8.0,0
1243,89,8.0,0
1244,89,9.0,0
1245,89,9.0,0
1246,89,7.0,0
1247,89,9.0,1
1248,89,10.0,0
1249,89,8.0,0
1250,89,9.0,0
1251,89,8.0,0
1252,89,9.0,1
1253,89,9.0,0
1254,89,10.0,0
1255,89,10.0,0
1256,89,8.0,0
1257,89,10.0,0
1258,89,10.0,0
1259,89,10.0,0
1260,90,5.0,0
1261,90,7.0,0
1262,90,6.0,0
1263,90,8.0,0
1264,90,6.0,0
1265,90,7.0,0
1266,90,8.0,0
1267,90,8.0,0
1268,90,6.0,0
1269,90,5.0,0
1270,90,10.0,0
1271,90,6.0,0
1272,90,7.0,0
1273,90,8.0,0
1274,90,6.0,0
1275,90,7.0,1
1276,90,6.0,0
1277,90,7.0,0
1278,91,7.0,0
1279,91,6.0,0
1280,91,6.0,0
1281,91,8.0,1
1282,91,8.0,0
1283,91,8.0,1
1284,91,8.0,0
1285,91,8.0,0
1286,91,7.0,0
1287,91,8.0,1
1288,91,7.0,0
1289,91,10.0,1
1290,91,8.0,1
1291,91,8.0,1
1292,91,8.0,0
1293,91,8.0,1
1294,91,8.0,1
1295,91,8.0,0
1296,92,9.0,0
1297,92,9.0,0
1298,92,10.0,0
1299,92,10.0,1
1300,92,8.0,1
1301,92,9.0,1
1302,92,9.0,0
1303,92,10.0,0
1304,92,9.0,0
1305,92,8.0,0
1306,92,8.0,0
1307,92,9.0,1
1308,92,8.0,0
1309,92,9.0,1
1310,92,10.0,0
1311,92,9.0,1
1312,92,9.0,1
1313,92,8.0,0
1314,93,7.0,0
1315,93,7.0,1
1316,93,7.0,0
1317,93,8.0,1
1318,93,6.0,0
1319,93,7.0,0
1320,93,7.0,1
1321,93,7.0,0
1322,93,7.0,0
1323,93,7.0,0
1324,93,7.0,1
1325,93,7.0,0
1326,93,7.0,0
1327,93,7.0,0
1328,93,7.0,0
1329,93,7.0,0
1330,93,7.0,0
1331,93,7.0,0
1332,94,6.0,1
1333,94,7.0,1
1334,94,6.0,0
1335,94,8.0,0
1336,94,7.0,0
1337,94,8.0,0
1338,94,8.0,1
1339,94,7.0,0
1340,94,6.0,0
1341,94,7.0,0
1342,94,8.0,0
1343,94,7.0,0
1344,94,6.0,0
1345,94,5.0,0
1346,94,9.0,0
1347,94,8.0,0
1348,94,8.0,0
1349,94,9.0,0
1350,95,7.0,0
1351,95,5.0,0
1352,95,7.0,0
1353,95,7.0,0
1354,95,7.0,0
1355,95,6.0,0
1356,95,5.0,0
1357,95,8.0,0
1358,95,6.0,0
1359,95,6.0,0
1360,95,8.0,0
1361,95,6.0,0
1362,95,7.0,0
1363,95,6.0,0
1364,95,5.0,0
1365,95,8.0,0
1366,95,7.0,0
1367,95,7.0,1
1368,96,7.0,0
1369,96,7.0,0
1370,96,6.0,0
1371,96,9.0,0
1372,96,7.0,0
1373,96,7.0,0
1374,96,8.0,0
1375,96,7.0,0
1376,96,8.0,0
1377,96,7.0,0
1378,96,9.0,0
1379,96,6.0,0
1380,96,7.0,0
1381,96,7.0,0
1382,96,7.0,0
1383,96,8.0,0
1384,96,7.0,0
1385,96,8.0,0
1386,97,7.0,0
1387,97,9.0,1
1388,97,8.0,0
1389,97,8.0,0
1390,97,7.0,0
1391,97,8.0,0
1392,97,6.0,0
1393,97,7.0,0
1394,97,7.0,0
